A2NJV5	P0C0L5
A2NJV5	P0CF74
A2NJV5	P0CG04
A2NJV5	P0CG05
A2NJV5	P0CG06
A2NJV5	P29353
A2NJV5	P46108
A2NJV5	P60953
A2NJV5	P63000
A2NJV5	Q13191
A2NJV5	Q14571
A2NJV5	Q14643
A2NJV5	Q5NV61
A2NJV5	Q5NV62
A2NJV5	Q5NV64
A2NJV5	Q5NV65
A2NJV5	Q5NV66
A2NJV5	Q5NV67
A2NJV5	Q5NV68
A2NJV5	Q5NV69
A2NJV5	Q5NV75
A2NJV5	Q5NV79
A2NJV5	Q5NV80
A2NJV5	Q5NV81
A2NJV5	Q5NV82
A2NJV5	Q5NV83
A2NJV5	Q5NV84
A2NJV5	Q5NV85
A2NJV5	Q5NV86
A2NJV5	Q5NV87
A2NJV5	Q5NV89
A2NJV5	Q5NV90
A2NJV5	Q5NV91
A2NJV5	Q5NV92
A2NJV5	Q7L576
A2NJV5	Q8IZP0
A2NJV5	Q8TF74
A2NJV5	Q8WUW1
A2NJV5	Q8WV28
A2NJV5	Q8WWV6
A2NJV5	Q96F07
A2NJV5	Q9BWP8
A2NJV5	Q9GZY6
A2NJV5	Q9UKW4
A2NJV5	Q9UQB8
A2NJV5	Q9Y6Z7
A2NXD2	A0A075B6P5
A2NXD2	A0A075B6S6
A2NXD2	A0A0C4DH25
A2NXD2	A0A0C4DH73
A2NXD2	A0M8Q6
A2NXD2	A2KUC3
A2NXD2	A2NXD2
A2NXD2	A6NGB9
A2NXD2	P0C0L4
A2NXD2	P0C0L5
A2NXD2	P0CF74
A2NXD2	P0CG04
A2NXD2	P0CG05
A2NXD2	P0CG06
A2NXD2	P29353
A2NXD2	P46108
A2NXD2	P60953
A2NXD2	P63000
A2NXD2	Q13191
A2NXD2	Q14571
A2NXD2	Q14643
A2NXD2	Q5NV61
A2NXD2	Q5NV62
A2NXD2	Q5NV64
A2NXD2	Q5NV65
A2NXD2	Q5NV66
A2NXD2	Q5NV67
A2NXD2	Q5NV68
A2NXD2	Q5NV69
A2NXD2	Q5NV75
A2NXD2	Q5NV79
A2NXD2	Q5NV80
A2NXD2	Q5NV81
A2NXD2	Q5NV82
A2NXD2	Q5NV83
A2NXD2	Q5NV84
A2NXD2	Q5NV85
A2NXD2	Q5NV86
A2NXD2	Q5NV87
A2NXD2	Q5NV89
A2NXD2	Q5NV90
A2NXD2	Q5NV91
A2NXD2	Q5NV92
A2NXD2	Q7L576
A2NXD2	Q8IZP0
A2NXD2	Q8TF74
A2NXD2	Q8WUW1
A2NXD2	Q8WV28
A2NXD2	Q8WWV6
A2NXD2	Q96F07
A2NXD2	Q9BWP8
A2NXD2	Q9GZY6
A2NXD2	Q9UKW4
A2NXD2	Q9UQB8
A2NXD2	Q9Y6Z7
A2RRP1	Q6NUQ1
A2RRP1	Q9NS87
A2RRP1	Q9NZ43
A2RUC4	Q6IPR3
A2RUS2	A2RUS2
A2RUS2	Q6IQ22
A5D8V6	A5D8V6
A5D8V6	P0CG47
A5D8V6	P0CG48
A5D8V6	Q86XT2
A5D8V6	Q99816
A5LHX3	A5LHX3
A5LHX3	Q14997
A5PLN9	P0DI81
A5PLN9	Q7Z392
A5PLN9	Q96Q05
A5YKK6	Q504Q3
A5YKK6	Q58A45
A5YKK6	Q5RKV6
A5YKK6	Q6PGP7
A5YKK6	Q86TB9
A5YKK6	Q92600
A5YKK6	Q9GZS3
A5YKK6	Q9H9A5
A5YKK6	Q9Y450
A6H8Y1	A6H8Y1
A6NGB9	A0A075B6P5
A6NGB9	A0A075B6S6
A6NGB9	A0A0C4DH25
A6NGB9	A0A0C4DH73
A6NGB9	A0M8Q6
A6NGB9	A6NGB9
A6NGB9	P0CF74
A6NGB9	P0CG04
A6NGB9	P0CG05
A6NGB9	P0CG06
A6NGB9	P60953
A6NGB9	P63000
A6NGB9	Q8IZP0
A6NGB9	Q8TF74
A6NGB9	Q8WUW1
A6NGB9	Q96F07
A6NGB9	Q9UQB8
A6NGU5	A6NGU5
A6NHL2	A6NHL2
A6NHL2	Q13748
A6NHL2	Q15813
A6NHL2	Q9BTW9
A6NHL2	Q9H853
A6NIH7	A6NIH7
A7KAX9	O60229
A7KAX9	O75962
A7KAX9	P10911
A7KAX9	P60953
A7KAX9	P63000
A7KAX9	Q12802
A7KAX9	Q12979
A7KAX9	Q14155
A7KAX9	Q15811
A7KAX9	Q5JSP0
A7KAX9	Q5VST9
A7KAX9	Q5VV41
A7KAX9	Q7Z628
A7KAX9	Q7Z6J4
A7KAX9	Q8IVF5
A7KAX9	Q8IXI1
A7KAX9	Q8IXI2
A7KAX9	Q8N5V2
A7KAX9	Q8TCU6
A7KAX9	Q96M96
A7KAX9	Q9H4E5
A7KAX9	Q9NR80
A7KAX9	Q9NR81
A7KAX9	Q9NZN5
A7KAX9	Q9UKW4
A7MBM2	A7MBM2
A7MBM2	Q9NQ36
A8CG34	A8CG34
A8CG34	O75475
A8CG34	P06748
A8CG34	P0DMV8
A8CG34	P0DMV9
A8CG34	P17096
A8CG34	P35557
A8K7I4	A8K7I4
A8K7I4	Q14CN2
A8K7I4	Q9UQC9
A8K855	Q6IPM2
A8K8P3	A8K8P3
A8MT69	A8MT69
A8MT69	P06748
A8MT69	P0CG47
A8MT69	P0CG48
A8MT69	Q13352
A8MT69	Q13535
A8MTJ3	A8MTJ3
A8MTJ3	P0DJI8
A8MTJ3	P0DMS8
A8MTJ3	P10145
A8MTJ3	P32302
A8MTJ3	P41597
A8MTJ3	P48061
A8MTJ3	P49682
A8MTJ3	P51686
A8MTJ3	P61073
A8MTJ3	Q14571
A8MTJ3	Q14643
A8MTJ3	Q9NZN5
A8MTZ0	A8MTZ0
B2RTY4	O60229
B2RTY4	O75962
B2RTY4	P10911
B2RTY4	P60953
B2RTY4	P63000
B2RTY4	Q12802
B2RTY4	Q12979
B2RTY4	Q14155
B2RTY4	Q15811
B2RTY4	Q5JSP0
B2RTY4	Q5VST9
B2RTY4	Q5VV41
B2RTY4	Q7Z628
B2RTY4	Q7Z6J4
B2RTY4	Q8IVF5
B2RTY4	Q8IXI1
B2RTY4	Q8IXI2
B2RTY4	Q8N5V2
B2RTY4	Q8TCU6
B2RTY4	Q96M96
B2RTY4	Q9H4E5
B2RTY4	Q9NR80
B2RTY4	Q9NR81
B2RTY4	Q9NZN5
B2RTY4	Q9UKW4
O00116	O00116
O00116	O15228
O00116	Q8WVX9
O00116	Q96K12
O00139	A2RRP1
O00139	O00139
O00139	O00399
O00139	O14777
O00139	O14980
O00139	O15260
O00139	O43264
O00139	O43683
O00139	O60216
O00139	O60566
O00139	O60879
O00139	O75122
O00139	O75396
O00139	O75935
O00139	O95067
O00139	O95229
O00139	P06493
O00139	P14635
O00139	P30622
O00139	P36873
O00139	P42677
O00139	P43034
O00139	P46060
O00139	P49454
O00139	P49755
O00139	P49792
O00139	P50748
O00139	P52732
O00139	P52948
O00139	P53350
O00139	P55735
O00139	P57740
O00139	P60953
O00139	Q02224
O00139	Q02241
O00139	Q07866
O00139	Q12834
O00139	Q12840
O00139	Q12981
O00139	Q13257
O00139	Q13352
O00139	Q13561
O00139	Q14203
O00139	Q14683
O00139	Q14807
O00139	Q15363
O00139	Q15691
O00139	Q29RF7
O00139	Q2NKX8
O00139	Q2VIQ3
O00139	Q53HL2
O00139	Q562F6
O00139	Q5FBB7
O00139	Q6IPU0
O00139	Q6NUQ1
O00139	Q6P1K2
O00139	Q71F23
O00139	Q7L2Z9
O00139	Q7L7X3
O00139	Q7Z460
O00139	Q7Z5K2
O00139	Q8N0S6
O00139	Q8N2Z9
O00139	Q8N3U4
O00139	Q8N4N8
O00139	Q8N6H7
O00139	Q8NBT2
O00139	Q8NFH3
O00139	Q8NFH4
O00139	Q8NG31
O00139	Q8NI77
O00139	Q8WUM0
O00139	Q8WVK7
O00139	Q8WVM7
O00139	Q8WYP5
O00139	Q96BD8
O00139	Q96BT3
O00139	Q96EA4
O00139	Q96EE3
O00139	Q96FF9
O00139	Q96GD4
O00139	Q96H22
O00139	Q96IY1
O00139	Q9BPU9
O00139	Q9BS16
O00139	Q9BTE1
O00139	Q9BU64
O00139	Q9BVK6
O00139	Q9BW27
O00139	Q9BY41
O00139	Q9BZD4
O00139	Q9GZM8
O00139	Q9H081
O00139	Q9H0B6
O00139	Q9H0H5
O00139	Q9H0U4
O00139	Q9H3R5
O00139	Q9H900
O00139	Q9HAQ2
O00139	Q9HBM1
O00139	Q9NQS7
O00139	Q9NS87
O00139	Q9NSP4
O00139	Q9NTI5
O00139	Q9NXR1
O00139	Q9NZ43
O00139	Q9P258
O00139	Q9P2W9
O00139	Q9UJW0
O00139	Q9ULI4
O00139	Q9UQE7
O00139	Q9Y266
O00139	Q9Y3B3
O00139	Q9Y3Q3
O00139	Q9Y6D9
O00141	O00141
O00141	P0CG47
O00141	P0CG48
O00141	P62979
O00141	P62987
O00141	P85299
O00141	Q00987
O00141	Q6R327
O00141	Q96PU5
O00141	Q9BPZ7
O00141	Q9BVC4
O00141	Q9H0M0
O00148	A8CG34
O00148	O00148
O00148	O75152
O00148	O95391
O00148	Q5SRE5
O00148	Q6I9Y2
O00148	Q6UN15
O00148	Q86W42
O00148	Q8IYB3
O00148	Q8TEM1
O00148	Q8WU68
O00148	Q96A72
O00148	Q96HA1
O00148	Q9BTX1
O00148	Q9BZI7
O00148	Q9NQ94
O00155	O00155
O00155	O60894
O00155	O60895
O00155	O60896
O00155	O75388
O00155	P01185
O00155	P01222
O00155	P01229
O00155	P01258
O00155	P01270
O00155	P01282
O00155	P01286
O00155	P04090
O00155	P06881
O00155	P09683
O00155	P0C0P6
O00155	P10997
O00155	P12272
O00155	P16473
O00155	P18509
O00155	P22888
O00155	P25021
O00155	P30518
O00155	P32241
O00155	P32245
O00155	P33032
O00155	P35408
O00155	P41586
O00155	P41587
O00155	P41968
O00155	P43116
O00155	P43119
O00155	P43220
O00155	P47872
O00155	P48736
O00155	P49190
O00155	P51460
O00155	P55089
O00155	P59768
O00155	Q00722
O00155	Q01726
O00155	Q01970
O00155	Q02643
O00155	Q03431
O00155	Q13258
O00155	Q13324
O00155	Q14439
O00155	Q5UE93
O00155	Q6W5P4
O00155	Q7Z4H4
O00155	Q86YW7
O00155	Q8NGU9
O00155	Q8TDU6
O00155	Q8WXD0
O00155	Q8WXF3
O00155	Q8WYR1
O00155	Q96A98
O00155	Q96G91
O00155	Q96RJ0
O00155	Q96T91
O00155	Q9HBX9
O00155	Q9NQ66
O00155	Q9NQS5
O00155	Q9NS67
O00155	Q9NYM4
O00155	Q9Y5Y3
O00159	A6NGB9
O00159	O00159
O00159	O00401
O00159	O00471
O00159	O43516
O00159	O60645
O00159	P11233
O00159	P16333
O00159	P20338
O00159	P42768
O00159	P59998
O00159	P60953
O00159	P63000
O00159	Q7L576
O00159	Q8IYI6
O00159	Q8IZP0
O00159	Q8TAG9
O00159	Q8TF74
O00159	Q8WUW1
O00159	Q96A65
O00159	Q96F07
O00159	Q96KP1
O00159	Q9NV70
O00159	Q9NZQ3
O00159	Q9UPT5
O00159	Q9UQB8
O00159	Q9Y2A7
O00159	Q9Y6W5
O00161	O00161
O00161	O75061
O00161	P49407
O00161	P51809
O00161	P63027
O00161	Q12846
O00161	Q15836
O00161	Q9BV40
O00167	O60934
O00167	P16104
O00167	P49959
O00167	P62805
O00167	Q13315
O00167	Q16695
O00167	Q92878
O00167	Q92993
O00167	Q99504
O00170	P08238
O00170	Q15185
O00182	Q8TDQ0
O00186	Q12846
O00187	A0A075B6P5
O00187	A0A075B6S6
O00187	A0A0C4DH25
O00187	A0A0C4DH73
O00187	A0M8Q6
O00187	A2KUC3
O00187	A2NJV5
O00187	A2NXD2
O00187	O00187
O00187	P0C0L4
O00187	P0C0L5
O00187	P0CF74
O00187	P0CG04
O00187	P0CG05
O00187	P0CG06
O00187	Q5NV61
O00187	Q5NV62
O00187	Q5NV64
O00187	Q5NV65
O00187	Q5NV66
O00187	Q5NV67
O00187	Q5NV68
O00187	Q5NV69
O00187	Q5NV75
O00187	Q5NV79
O00187	Q5NV80
O00187	Q5NV81
O00187	Q5NV82
O00187	Q5NV83
O00187	Q5NV84
O00187	Q5NV85
O00187	Q5NV86
O00187	Q5NV87
O00187	Q5NV89
O00187	Q5NV90
O00187	Q5NV91
O00187	Q5NV92
O00187	Q6PIL0
O00187	Q9BWP8
O00187	Q9Y6Z7
O00189	O00189
O00189	P05067
O00189	Q9Y587
O00204	O95340
O00206	O00206
O00206	O43318
O00206	P0CG47
O00206	P0CG48
O00206	P30690
O00206	P46734
O00206	P51617
O00206	P51668
O00206	P52564
O00206	P61077
O00206	P61088
O00206	P62837
O00206	P62979
O00206	P62987
O00206	Q13114
O00206	Q13404
O00206	Q6SZW1
O00206	Q86XR7
O00206	Q8IUC6
O00206	Q8N5C8
O00206	Q96FA3
O00206	Q9HAT8
O00206	Q9NWZ3
O00206	Q9NYJ8
O00206	Q9UHD2
O00206	Q9Y2C9
O00206	Q9Y4K3
O00212	A1A4S6
O00212	A7KAX9
O00212	B2RTY4
O00212	O00212
O00212	O14559
O00212	O14827
O00212	O15068
O00212	O15085
O00212	O43182
O00212	O43295
O00212	O43307
O00212	O60229
O00212	O60879
O00212	O75044
O00212	O75962
O00212	O94827
O00212	O94988
O00212	P10911
O00212	P12931
O00212	P15498
O00212	P15882
O00212	P17081
O00212	P31150
O00212	P42331
O00212	P50395
O00212	P52735
O00212	P52757
O00212	P60953
O00212	P63000
O00212	P84095
O00212	P85298
O00212	P98171
O00212	Q01968
O00212	Q07889
O00212	Q07890
O00212	Q12802
O00212	Q12979
O00212	Q13009
O00212	Q13017
O00212	Q13459
O00212	Q14155
O00212	Q14CB8
O00212	Q15311
O00212	Q15669
O00212	Q15811
O00212	Q17R89
O00212	Q2M1Z3
O00212	Q3KRB8
O00212	Q52LW3
O00212	Q53QZ3
O00212	Q5JSP0
O00212	Q5T5U3
O00212	Q5TG30
O00212	Q5VST9
O00212	Q5VT97
O00212	Q5VV41
O00212	Q68EM7
O00212	Q6P4F7
O00212	Q6ZRI8
O00212	Q6ZSZ5
O00212	Q6ZW31
O00212	Q7L0Q8
O00212	Q7Z5H3
O00212	Q7Z628
O00212	Q7Z6B7
O00212	Q7Z6I6
O00212	Q7Z6J4
O00212	Q8IVF5
O00212	Q8IW93
O00212	Q8IWW6
O00212	Q8IXI1
O00212	Q8IXI2
O00212	Q8IZM6
O00212	Q8N103
O00212	Q8N264
O00212	Q8N392
O00212	Q8N5V2
O00212	Q8TCU6
O00212	Q8WUY9
O00212	Q8WWN8
O00212	Q8WZ64
O00212	Q92502
O00212	Q92619
O00212	Q92888
O00212	Q92974
O00212	Q96DR7
O00212	Q96L33
O00212	Q96M96
O00212	Q96P48
O00212	Q96PE2
O00212	Q96QD5
O00212	Q99819
O00212	Q9BRR9
O00212	Q9H0H5
O00212	Q9H4E5
O00212	Q9H7P9
O00212	Q9H8V3
O00212	Q9HBH0
O00212	Q9NR80
O00212	Q9NR81
O00212	Q9NRY4
O00212	Q9NYF5
O00212	Q9NZN5
O00212	Q9P107
O00212	Q9P227
O00212	Q9P2F6
O00212	Q9P2N2
O00212	Q9UKW4
O00212	Q9Y3M8
O00213	O60934
O00213	P16104
O00213	P45983
O00213	P49959
O00213	P62805
O00213	Q13315
O00213	Q16695
O00213	Q92878
O00213	Q92993
O00217	O00217
O00217	O14949
O00217	O14957
O00217	O43181
O00217	O75251
O00217	O75380
O00217	O95258
O00217	O95847
O00217	P07919
O00217	P14927
O00217	P22695
O00217	P25874
O00217	P31930
O00217	P36957
O00217	P47985
O00217	P51970
O00217	P55851
O00217	P55916
O00217	P56181
O00217	Q02218
O00217	Q330K2
O00217	Q5TEU4
O00217	Q7L592
O00217	Q86Y39
O00217	Q8IUX1
O00217	Q8N183
O00217	Q9BQ95
O00217	Q9BU61
O00217	Q9H845
O00217	Q9NPL8
O00217	Q9NX14
O00217	Q9P032
O00217	Q9UDW1
O00220	O00220
O00220	O14763
O00220	O15519
O00220	P25445
O00220	P48023
O00220	P50591
O00220	Q12933
O00220	Q15628
O00220	Q9UBN6
O00221	O00221
O00221	O14920
O00221	O15111
O00221	O43318
O00221	P19838
O00221	P63208
O00221	Q04206
O00221	Q04864
O00221	Q13616
O00221	Q9UDY8
O00221	Q9Y6K9
O00222	A8MTJ3
O00222	O00222
O00222	O00254
O00222	O00398
O00222	O00585
O00222	O14625
O00222	O15130
O00222	O15444
O00222	O15467
O00222	O43193
O00222	O43612
O00222	O43613
O00222	O43614
O00222	O43927
O00222	O95136
O00222	O95399
O00222	O95665
O00222	O95977
O00222	P00734
O00222	P01178
O00222	P01185
O00222	P01210
O00222	P01213
O00222	P01298
O00222	P01303
O00222	P02775
O00222	P02776
O00222	P02778
O00222	P05067
O00222	P08949
O00222	P0C0P6
O00222	P0DJI8
O00222	P0DMS8
O00222	P10082
O00222	P10145
O00222	P12872
O00222	P13501
O00222	P18825
O00222	P19875
O00222	P19876
O00222	P20366
O00222	P20382
O00222	P20396
O00222	P21452
O00222	P21731
O00222	P25103
O00222	P25105
O00222	P25106
O00222	P25116
O00222	P25929
O00222	P28335
O00222	P28336
O00222	P29371
O00222	P30559
O00222	P30872
O00222	P30874
O00222	P30989
O00222	P30990
O00222	P31391
O00222	P32302
O00222	P32745
O00222	P34981
O00222	P34995
O00222	P35346
O00222	P35372
O00222	P37288
O00222	P41143
O00222	P41145
O00222	P41146
O00222	P41231
O00222	P41597
O00222	P42830
O00222	P43088
O00222	P43115
O00222	P43657
O00222	P47900
O00222	P47901
O00222	P47992
O00222	P48039
O00222	P48061
O00222	P48645
O00222	P48736
O00222	P49146
O00222	P49286
O00222	P49682
O00222	P50391
O00222	P51582
O00222	P51686
O00222	P55085
O00222	P55773
O00222	P58294
O00222	P59533
O00222	P59534
O00222	P59535
O00222	P59536
O00222	P59537
O00222	P59538
O00222	P59539
O00222	P59540
O00222	P59541
O00222	P59542
O00222	P59543
O00222	P59544
O00222	P59551
O00222	P59768
O00222	P61073
O00222	P61278
O00222	P78556
O00222	P80162
O00222	P83859
O00222	Q00722
O00222	Q01970
O00222	Q07325
O00222	Q13519
O00222	Q15077
O00222	Q15391
O00222	Q15761
O00222	Q5H8A3
O00222	Q5T6X5
O00222	Q5UE93
O00222	Q6W5P4
O00222	Q765I0
O00222	Q7RTR8
O00222	Q8IVG9
O00222	Q8IYL9
O00222	Q8N729
O00222	Q8NFJ6
O00222	Q8NG41
O00222	Q8TCW9
O00222	Q8TDS4
O00222	Q8TDS5
O00222	Q8TDU9
O00222	Q8WXF3
O00222	Q8WYR1
O00222	Q92888
O00222	Q969F8
O00222	Q969V1
O00222	Q96G91
O00222	Q96P65
O00222	Q96P68
O00222	Q96RI0
O00222	Q99677
O00222	Q99731
O00222	Q9BPV8
O00222	Q9BXA5
O00222	Q9BXC0
O00222	Q9GZQ4
O00222	Q9GZQ6
O00222	Q9H1C0
O00222	Q9H228
O00222	Q9H244
O00222	Q9H2A7
O00222	Q9HB89
O00222	Q9HC23
O00222	Q9NQ66
O00222	Q9NRJ3
O00222	Q9NRV9
O00222	Q9NSD7
O00222	Q9NYV7
O00222	Q9NYV8
O00222	Q9NYV9
O00222	Q9NYW0
O00222	Q9NYW1
O00222	Q9NYW2
O00222	Q9NYW3
O00222	Q9NYW4
O00222	Q9NYW5
O00222	Q9NYW6
O00222	Q9NYW7
O00222	Q9NZN5
O00222	Q9UBD3
O00222	Q9UBU3
O00222	Q9UHF0
O00222	Q9UHM6
O00222	Q9UKP6
O00222	Q9UNW8
O00222	Q9Y2T6
O00222	Q9Y4X3
O00222	Q9Y5X5
O00230	A8MTJ3
O00230	O00222
O00230	O00230
O00230	O00585
O00230	O14625
O00230	O15303
O00230	O15444
O00230	O15467
O00230	O43306
O00230	O43603
O00230	O43927
O00230	O60266
O00230	O60503
O00230	O60755
O00230	O75899
O00230	O95136
O00230	O95622
O00230	O95977
O00230	P01042
O00230	P01210
O00230	P01213
O00230	P01298
O00230	P01303
O00230	P02775
O00230	P02776
O00230	P02778
O00230	P04899
O00230	P05067
O00230	P08754
O00230	P09341
O00230	P0DJI8
O00230	P0DMS8
O00230	P10082
O00230	P10145
O00230	P13501
O00230	P14416
O00230	P18825
O00230	P19086
O00230	P19875
O00230	P19876
O00230	P20382
O00230	P21453
O00230	P21462
O00230	P21917
O00230	P22466
O00230	P25024
O00230	P25025
O00230	P25089
O00230	P25090
O00230	P25106
O00230	P25929
O00230	P30872
O00230	P30874
O00230	P31391
O00230	P32302
O00230	P32745
O00230	P35346
O00230	P35372
O00230	P35462
O00230	P40145
O00230	P41143
O00230	P41145
O00230	P41146
O00230	P41597
O00230	P42830
O00230	P43115
O00230	P47211
O00230	P48039
O00230	P48061
O00230	P48145
O00230	P48146
O00230	P48645
O00230	P48736
O00230	P49019
O00230	P49146
O00230	P49286
O00230	P49682
O00230	P50391
O00230	P51582
O00230	P51686
O00230	P51828
O00230	P55773
O00230	P59533
O00230	P59534
O00230	P59535
O00230	P59536
O00230	P59537
O00230	P59538
O00230	P59539
O00230	P59540
O00230	P59541
O00230	P59542
O00230	P59543
O00230	P59544
O00230	P59551
O00230	P59768
O00230	P61073
O00230	P61278
O00230	P62873
O00230	P63096
O00230	P78556
O00230	P80162
O00230	Q00722
O00230	Q01970
O00230	Q03113
O00230	Q07325
O00230	Q08462
O00230	Q08828
O00230	Q13304
O00230	Q13519
O00230	Q14330
O00230	Q14344
O00230	Q14416
O00230	Q14831
O00230	Q14832
O00230	Q14833
O00230	Q15391
O00230	Q15761
O00230	Q5H8A3
O00230	Q5UE93
O00230	Q7RTR8
O00230	Q8IVG9
O00230	Q8N729
O00230	Q8NFM4
O00230	Q8NG41
O00230	Q8TDS4
O00230	Q8TDS5
O00230	Q8TDU9
O00230	Q8WXF3
O00230	Q8WYR1
O00230	Q92633
O00230	Q92888
O00230	Q969V1
O00230	Q96P68
O00230	Q99500
O00230	Q99705
O00230	Q99731
O00230	Q9BPV8
O00230	Q9BXA5
O00230	Q9BXC0
O00230	Q9GZQ4
O00230	Q9H1C0
O00230	Q9H228
O00230	Q9H244
O00230	Q9H2A7
O00230	Q9H3N8
O00230	Q9HB89
O00230	Q9HBW0
O00230	Q9NQ66
O00230	Q9NRJ3
O00230	Q9NRV9
O00230	Q9NSD7
O00230	Q9NYV7
O00230	Q9NYV8
O00230	Q9NYV9
O00230	Q9NYW0
O00230	Q9NYW1
O00230	Q9NYW2
O00230	Q9NYW3
O00230	Q9NYW4
O00230	Q9NYW5
O00230	Q9NYW6
O00230	Q9NYW7
O00230	Q9NZN5
O00230	Q9UBS5
O00230	Q9UBY5
O00230	Q9Y2T6
O00230	Q9Y4X3
O00230	Q9Y5N1
O00230	Q9Y5Q6
O00230	Q9Y5Y4
O00231	A5LHX3
O00231	O00231
O00231	O00232
O00231	P61289
O00231	Q06323
O00231	Q14997
O00231	Q92530
O00231	Q9UL46
O00231	Q9UNM6
O00232	A5LHX3
O00232	O00232
O00232	P61289
O00232	Q06323
O00232	Q14997
O00232	Q92530
O00232	Q9UL46
O00232	Q9UNM6
O00233	A5LHX3
O00233	O00231
O00233	O00232
O00233	O00233
O00233	O75832
O00233	P61289
O00233	Q06323
O00233	Q14997
O00233	Q92530
O00233	Q9UL46
O00233	Q9UNM6
O00237	O00237
O00237	O60337
O00237	P0CG47
O00237	P0CG48
O00237	Q86TM6
O00237	Q8NFI3
O00237	Q8WU17
O00237	Q96GF1
O00237	Q96IV0
O00237	Q99942
O00238	O00238
O00238	O15105
O00238	O15198
O00238	O43541
O00238	Q13485
O00238	Q15797
O00238	Q7Z3T8
O00238	Q99717
O00238	Q9HAU4
